"Num_Acc";"id_usager";"id_vehicule";"num_veh";"catu";"grav";"sexe";"an_nais";"trajet";"secu1";"secu2";"secu3";"locp";"actp";"age"
"46547";"203 740 508";"155 597 958";"B01";"1";"4";"1";"1973";"0";"2";"6";"-1";"-1";"-1";"50"
"46547";"203 740 509";"155 597 958";"B01";"2";"3";"2";"1973";"5";"2";"6";"-1";"-1";"-1";"50"
"46358";"203 740 959";"155 598 294";"A01";"1";"1";"1";"1961";"0";"1";"8";"-1";"-1";"-1";"62"
"46358";"203 740 960";"155 598 294";"A01";"3";"4";"1";"1929";"0";"0";"-1";"-1";"3";"3";"94"
"46358";"203 740 961";"155 598 294";"A01";"3";"3";"2";"1938";"0";"0";"-1";"-1";"3";"3";"85"
"46356";"203 740 963";"155 598 296";"A01";"1";"1";"2";"1991";"2";"1";"8";"-1";"-1";"-1";"32"
"46356";"203 740 965";"155 598 297";"B01";"1";"4";"2";"2003";"2";"2";"0";"-1";"-1";"-1";"20"
"46274";"203 741 161";"155 598 447";"A01";"1";"3";"1";"2010";"2";"8";"6";"-1";"0";"0";"13"
"46274";"203 741 166";"155 598 450";"B01";"1";"1";"1";"1967";"5";"2";"0";"-1";"0";"0";"56"
"46253";"203 741 215";"155 598 483";"A01";"1";"1";"1";"1963";"5";"1";"-1";"-1";"0";"0";"60"
"46253";"203 741 216";"155 598 484";"B01";"1";"4";"1";"1973";"5";"2";"6";"9";"0";"0";"50"
"46134";"203 741 494";"155 598 693";"B01";"1";"-1";"-1";;"-1";"-1";"-1";"-1";"-1";"-1";"2023"
"46134";"203 741 497";"155 598 695";"A01";"1";"3";"1";"2006";"4";"2";"6";"-1";"-1";"-1";"17"
"45974";"203 741 874";"155 598 978";"A01";"3";"3";"1";"1999";"0";"0";"-1";"-1";"2";"3";"24"
"45974";"203 741 876";"155 598 978";"A01";"1";"1";"1";"1987";"5";"1";"0";"-1";"0";"0";"36"
"45971";"203 741 882";"155 598 984";"A01";"2";"4";"2";"2000";"0";"2";"0";"-1";"0";"0";"23"
"45971";"203 741 883";"155 598 984";"A01";"1";"1";"1";"2000";"5";"2";"8";"-1";"0";"0";"23"
"45971";"203 741 884";"155 598 985";"B01";"1";"1";"-1";;"-1";"-1";"-1";"-1";"0";"0";"2023"
"45968";"203 741 892";"155 598 990";"A01";"1";"1";"1";"1981";"0";"1";"0";"-1";"0";"0";"42"
"45968";"203 741 894";"155 598 991";"B01";"1";"3";"1";"1995";"0";"2";"6";"-1";"0";"0";"28"
"45965";"203 741 901";"155 598 998";"C01";"1";"1";"1";"1949";"0";"1";"0";"-1";"0";"0";"74"
"45965";"203 741 904";"155 599 000";"A01";"1";"1";"2";"1968";"4";"8";"0";"-1";"0";"0";"55"
"45965";"203 741 907";"155 599 003";"B01";"1";"3";"1";"1954";"0";"2";"8";"-1";"0";"0";"69"
"45933";"203 741 970";"155 599 056";"A01";"1";"1";"1";"1976";"0";"1";"-1";"-1";"0";"0";"47"
"45933";"203 741 973";"155 599 059";"B01";"1";"4";"1";"2005";"1";"2";"6";"-1";"0";"0";"18"
"45920";"203 742 003";"155 599 081";"Z01";"1";"1";"-1";;"-1";"-1";"-1";"-1";"0";"0";"2023"
"45920";"203 742 005";"155 599 081";"Z01";"3";"4";"1";"1971";"0";"0";"-1";"-1";"4";"3";"52"
"45733";"203 742 467";"155 599 409";"B01";"1";"1";"2";"1985";"0";"1";"-1";"-1";"0";"0";"38"
"45733";"203 742 472";"155 599 413";"A01";"1";"3";"1";"1965";"0";"2";"6";"9";"0";"0";"58"
"45728";"203 742 482";"155 599 422";"B01";"1";"3";"1";"2006";"5";"2";"-1";"-1";"0";"0";"17"
"45726";"203 742 488";"155 599 427";"B01";"1";"4";"1";"2009";"0";"2";"-1";"-1";"0";"0";"14"
"45726";"203 742 491";"155 599 429";"A01";"1";"1";"1";"1990";"4";"8";"-1";"-1";"0";"0";"33"
"45565";"203 742 846";"155 599 702";"A01";"1";"1";"1";"1951";"9";"0";"-1";"-1";"0";"0";"72"
"45565";"203 742 847";"155 599 703";"B01";"1";"3";"1";"2004";"5";"2";"-1";"-1";"0";"0";"19"
"45474";"203 743 066";"155 599 853";"B01";"1";"1";"1";"1982";"1";"1";"8";"-1";"-1";"-1";"41"
"45474";"203 743 067";"155 599 854";"A01";"1";"4";"1";"1992";"5";"2";"8";"-1";"-1";"-1";"31"
"45378";"203 743 309";"155 600 035";"A01";"3";"3";"2";"2005";"5";"0";"-1";"-1";"4";"3";"18"
"45378";"203 743 310";"155 600 035";"A01";"2";"1";"1";"1969";"5";"1";"-1";"-1";"0";"0";"54"
"45378";"203 743 311";"155 600 035";"A01";"1";"1";"2";"1973";"5";"1";"-1";"-1";"0";"0";"50"
"45181";"203 743 787";"155 600 375";"A01";"1";"2";"1";"1981";"0";"0";"-1";"-1";"0";"0";"42"
"45175";"203 743 801";"155 600 383";"A01";"1";"1";"1";"1964";"5";"8";"-1";"-1";"0";"0";"59"
"45175";"203 743 802";"155 600 383";"A01";"2";"3";"2";"1964";"5";"8";"-1";"-1";"0";"0";"59"
"45175";"203 743 803";"155 600 384";"B01";"1";"1";"1";"1976";"5";"8";"-1";"-1";"0";"0";"47"
"45175";"203 743 804";"155 600 384";"B01";"2";"1";"2";"2008";"5";"1";"-1";"-1";"0";"0";"15"
"45175";"203 743 805";"155 600 385";"C01";"1";"1";"1";"1984";"5";"8";"-1";"-1";"0";"0";"39"
"45172";"203 743 810";"155 600 389";"C01";"1";"4";"2";"1952";"5";"1";"-1";"-1";"0";"0";"71"
"45172";"203 743 811";"155 600 390";"B01";"1";"4";"2";"1994";"5";"1";"-1";"-1";"0";"0";"29"
"45172";"203 743 812";"155 600 391";"D01";"1";"4";"1";"1968";"0";"1";"-1";"-1";"0";"0";"55"
"45172";"203 743 813";"155 600 392";"A01";"2";"1";"2";"1957";"0";"1";"-1";"-1";"0";"0";"66"
"45172";"203 743 814";"155 600 392";"A01";"1";"1";"1";"1953";"5";"1";"-1";"-1";"0";"0";"70"
"45159";"203 743 843";"155 600 412";"A01";"1";"3";"1";"1948";"0";"1";"-1";"-1";"0";"0";"75"
"45159";"203 743 844";"155 600 413";"B01";"1";"3";"2";"1998";"1";"1";"-1";"-1";"0";"0";"25"
"44903";"203 744 482";"155 600 894";"A01";"3";"3";"2";"1931";"5";"0";"-1";"-1";"3";"3";"92"
"44903";"203 744 484";"155 600 894";"A01";"1";"1";"1";"1946";"5";"1";"-1";"-1";"0";"0";"77"
"44870";"203 744 549";"155 600 951";"A01";"1";"1";"-1";;"-1";"-1";"-1";"-1";"0";"0";"2023"
"44870";"203 744 550";"155 600 952";"B01";"1";"4";"2";"1989";"1";"1";"-1";"-1";"0";"0";"34"
"44867";"203 744 554";"155 600 956";"A01";"1";"1";"1";"1939";"5";"1";"-1";"-1";"0";"0";"84"
"44867";"203 744 556";"155 600 958";"B01";"1";"3";"1";"2008";"5";"2";"-1";"-1";"0";"0";"15"
"44862";"203 744 561";"155 600 963";"A01";"1";"4";"1";"1973";"0";"8";"-1";"-1";"0";"0";"50"
"44862";"203 744 565";"155 600 965";"B01";"1";"3";"2";"1976";"1";"1";"-1";"-1";"0";"0";"47"
"44747";"203 744 838";"155 601 170";"A01";"1";"1";"2";"2004";"0";"1";"0";"-1";"-1";"-1";"19"
"44747";"203 744 839";"155 601 171";"B01";"1";"3";"1";"1983";"0";"2";"6";"-1";"-1";"-1";"40"
"44593";"203 745 228";"155 601 451";"A01";"1";"4";"1";"1982";"9";"-1";"0";"-1";"0";"0";"41"
"44525";"203 745 391";"155 601 570";"A01";"1";"3";"1";"1994";"0";"1";"0";"-1";"-1";"-1";"29"
"44525";"203 745 394";"155 601 573";"B01";"1";"1";"1";"1986";"4";"1";"0";"-1";"-1";"-1";"37"
"44525";"203 745 396";"155 601 573";"B01";"2";"3";"2";"1954";"4";"1";"0";"-1";"-1";"-1";"69"
"44497";"203 745 462";"155 601 625";"A01";"1";"3";"2";"1987";"0";"1";"-1";"-1";"0";"0";"36"
"44497";"203 745 466";"155 601 628";"B01";"1";"1";"2";"2003";"4";"1";"-1";"-1";"0";"0";"20"
"44484";"203 745 491";"155 601 647";"B01";"1";"4";"2";"2008";"5";"2";"6";"-1";"0";"0";"15"
"44484";"203 745 492";"155 601 647";"B01";"2";"3";"2";"2008";"5";"2";"6";"-1";"0";"0";"15"
"44394";"203 745 694";"155 601 805";"A01";"1";"4";"1";"1994";"0";"2";"-1";"-1";"0";"0";"29"
"44298";"203 745 918";"155 601 978";"A01";"2";"4";"2";"2005";"0";"1";"-1";"-1";"0";"0";"18"
"44298";"203 745 919";"155 601 978";"A01";"1";"1";"1";"2003";"0";"1";"-1";"-1";"0";"0";"20"
"44211";"203 746 118";"155 602 133";"B01";"1";"4";"1";"1947";"0";"2";"0";"-1";"0";"0";"76"
"44211";"203 746 121";"155 602 135";"A01";"1";"1";"1";"1996";"4";"1";"0";"-1";"0";"0";"27"
"44207";"203 746 125";"155 602 139";"A01";"1";"2";"1";"1993";"0";"2";"6";"-1";"0";"0";"30"
"44010";"203 746 613";"155 602 504";"A01";"1";"1";"1";"1970";"4";"1";"-1";"-1";"0";"0";"53"
"44010";"203 746 615";"155 602 506";"B01";"1";"3";"1";"1969";"5";"2";"6";"-1";"0";"0";"54"
"43985";"203 746 679";"155 602 556";"B01";"1";"3";"1";"1966";"0";"8";"-1";"-1";"0";"0";"57"
"43985";"203 746 682";"155 602 558";"A01";"1";"1";"1";"1976";"2";"1";"-1";"-1";"0";"0";"47"
"43985";"203 746 683";"155 602 558";"A01";"2";"4";"1";"2005";"2";"1";"-1";"-1";"0";"0";"18"
"43985";"203 746 685";"155 602 558";"A01";"2";"1";"1";"2005";"2";"1";"-1";"-1";"0";"0";"18"
"43980";"203 746 691";"155 602 563";"A01";"1";"3";"2";"1985";"1";"1";"-1";"-1";"0";"0";"38"
"43980";"203 746 696";"155 602 567";"B01";"1";"1";"2";"1987";"1";"1";"-1";"-1";"0";"0";"36"
"43980";"203 746 697";"155 602 568";"C01";"1";"3";"2";"1984";"5";"1";"-1";"-1";"0";"0";"39"
"43980";"203 746 699";"155 602 568";"C01";"2";"3";"2";"1949";"5";"1";"-1";"-1";"0";"0";"74"
"43921";"203 746 836";"155 602 668";"A01";"1";"1";"1";"1998";"0";"1";"-1";"-1";"0";"0";"25"
"43921";"203 746 839";"155 602 670";"B01";"1";"2";"1";"1968";"0";"2";"6";"-1";"0";"0";"55"
"43878";"203 746 938";"155 602 746";"A01";"1";"3";"1";"1982";"0";"0";"-1";"-1";"0";"0";"41"
"43420";"203 748 092";"155 603 546";"A01";"1";"3";"1";"2002";"9";"2";"6";"-1";"-1";"-1";"21"
"43419";"203 748 095";"155 603 549";"A01";"1";"2";"1";"1954";"5";"1";"0";"-1";"-1";"-1";"69"
"43419";"203 748 097";"155 603 550";"B01";"1";"3";"1";"1954";"5";"1";"0";"-1";"-1";"-1";"69"
"43417";"203 748 099";"155 603 552";"A01";"1";"1";"1";"1977";"0";"1";"8";"-1";"-1";"-1";"46"
"43417";"203 748 100";"155 603 553";"B01";"1";"3";"1";"1997";"1";"2";"8";"-1";"-1";"-1";"26"
"43363";"203 748 234";"155 603 655";"A01";"1";"1";"1";"1989";"9";"1";"-1";"-1";"0";"0";"34"
"43363";"203 748 237";"155 603 657";"B01";"1";"3";"1";"1960";"0";"1";"-1";"-1";"0";"0";"63"
"43171";"203 748 702";"155 604 016";"A01";"1";"3";"1";"1973";"5";"2";"-1";"-1";"0";"0";"50"
"43170";"203 748 703";"155 604 017";"A01";"1";"3";"1";"1959";"0";"8";"-1";"-1";"0";"0";"64"
"43170";"203 748 704";"155 604 018";"B01";"1";"4";"2";"1998";"9";"1";"-1";"-1";"0";"0";"25"
"43034";"203 749 043";"155 604 263";"A01";"2";"1";"1";"2016";"5";"3";"-1";"-1";"0";"0";"7"
"43034";"203 749 045";"155 604 263";"A01";"2";"1";"2";"1962";"5";"1";"-1";"-1";"0";"0";"61"
"43034";"203 749 046";"155 604 263";"A01";"1";"1";"1";"1958";"5";"1";"-1";"-1";"0";"0";"65"
"43034";"203 749 047";"155 604 263";"A01";"2";"4";"2";"1960";"5";"1";"-1";"-1";"0";"0";"63"
"43034";"203 749 049";"155 604 263";"A01";"2";"1";"2";"1960";"5";"1";"-1";"-1";"0";"0";"63"
"43034";"203 749 050";"155 604 265";"B01";"1";"1";"2";"2000";"5";"1";"-1";"-1";"0";"0";"23"
"43034";"203 749 051";"155 604 265";"B01";"2";"4";"2";"2005";"5";"1";"-1";"-1";"0";"0";"18"
"43034";"203 749 053";"155 604 265";"B01";"2";"1";"2";"2002";"5";"1";"-1";"-1";"0";"0";"21"
"43034";"203 749 054";"155 604 265";"B01";"2";"4";"2";"1969";"5";"1";"-1";"-1";"0";"0";"54"
"42993";"203 749 175";"155 604 350";"A01";"1";"3";"1";"1974";"0";"1";"-1";"-1";"0";"0";"49"
"42993";"203 749 179";"155 604 351";"B01";"2";"4";"2";"1968";"0";"1";"-1";"-1";"0";"0";"55"
"42993";"203 749 181";"155 604 351";"B01";"1";"4";"1";"1968";"0";"1";"-1";"-1";"0";"0";"55"
"42863";"203 749 505";"155 604 586";"A01";"1";"4";"1";"1953";"9";"2";"6";"-1";"0";"0";"70"
"42863";"203 749 507";"155 604 587";"B01";"1";"1";"1";"1995";"9";"2";"0";"-1";"0";"0";"28"
"42860";"203 749 512";"155 604 590";"B01";"1";"1";"1";"1947";"5";"1";"0";"-1";"0";"0";"76"
"42860";"203 749 513";"155 604 590";"B01";"2";"1";"2";"1954";"5";"1";"0";"-1";"0";"0";"69"
"42860";"203 749 515";"155 604 590";"B01";"2";"4";"2";"1934";"5";"1";"0";"-1";"0";"0";"89"
"42860";"203 749 518";"155 604 594";"A01";"1";"3";"1";"2003";"5";"2";"6";"-1";"0";"0";"20"
"42776";"203 749 725";"155 604 764";"B01";"2";"1";"2";"1939";"5";"1";"0";"-1";"-1";"-1";"84"
"42776";"203 749 726";"155 604 764";"B01";"2";"4";"2";"2023";"5";"1";"8";"-1";"-1";"-1";"0"
"42776";"203 749 727";"155 604 764";"B01";"2";"1";"1";"1992";"5";"1";"0";"-1";"-1";"-1";"31"
"42776";"203 749 728";"155 604 764";"B01";"1";"1";"2";"1991";"5";"1";"0";"-1";"-1";"-1";"32"
"42776";"203 749 730";"155 604 766";"A01";"1";"1";"1";"1976";"5";"8";"0";"-1";"-1";"-1";"47"
"42740";"203 749 803";"155 604 826";"A01";"2";"1";"2";"2009";"0";"1";"-1";"-1";"0";"0";"14"
"42740";"203 749 805";"155 604 826";"A01";"1";"3";"1";"1961";"0";"1";"-1";"-1";"0";"0";"62"
"42740";"203 749 807";"155 604 829";"B01";"1";"1";"1";"1991";"5";"1";"-1";"-1";"0";"0";"32"
"42535";"203 750 297";"155 605 197";"Y01";"1";"3";"1";"2003";"5";"2";"0";"-1";"-1";"-1";"20"
"42535";"203 750 299";"155 605 198";"A01";"1";"1";"1";"1977";"1";"1";"8";"-1";"-1";"-1";"46"
"42533";"203 750 301";"155 605 200";"B01";"1";"4";"1";"1972";"0";"2";"6";"-1";"-1";"-1";"51"
"42533";"203 750 303";"155 605 201";"A01";"1";"3";"2";"2003";"1";"2";"6";"-1";"-1";"-1";"20"
"42500";"203 750 383";"155 605 259";"A01";"1";"4";"2";"2008";"5";"2";"8";"-1";"-1";"-1";"15"
"42500";"203 750 384";"155 605 260";"X01";"1";"1";"1";;"0";"1";"0";"-1";"-1";"-1";"2023"
"42498";"203 750 385";"155 605 261";"A01";"1";"3";"1";"2001";"0";"8";"0";"-1";"-1";"-1";"22"
"42498";"203 750 386";"155 605 262";"B01";"1";"1";"1";"1949";"0";"1";"0";"-1";"-1";"-1";"74"
"42497";"203 750 387";"155 605 263";"A01";"1";"4";"2";"2004";"5";"8";"0";"-1";"-1";"-1";"19"
"42497";"203 750 390";"155 605 265";"Z01";"1";"1";"-1";;"-1";"-1";"-1";"-1";"-1";"-1";"2023"
"42328";"203 750 798";"155 605 570";"B01";"1";"4";"1";"1997";"5";"2";"6";"-1";"0";"0";"26"
"42328";"203 750 800";"155 605 572";"A01";"1";"1";"2";"1972";"5";"1";"-1";"-1";"0";"0";"51"
"42287";"203 750 904";"155 605 645";"A01";"1";"1";"2";"1995";"5";"1";"5";"-1";"0";"0";"28"
"42287";"203 750 906";"155 605 646";"B01";"1";"3";"1";"1943";"5";"1";"-1";"-1";"0";"0";"80"
"42287";"203 750 908";"155 605 646";"B01";"2";"4";"2";"1943";"5";"1";"-1";"-1";"0";"0";"80"
"42129";"203 751 252";"155 605 913";"A01";"1";"1";"1";"1997";"5";"2";"6";"9";"0";"0";"26"
"42129";"203 751 253";"155 605 913";"A01";"2";"4";"2";"1998";"5";"2";"6";"9";"0";"0";"25"
"42060";"203 751 404";"155 606 033";"A01";"3";"3";"2";"2004";"0";"8";"8";"-1";"4";"3";"19"
"42060";"203 751 406";"155 606 033";"A01";"1";"1";"1";"1997";"1";"2";"6";"-1";"0";"0";"26"
"41774";"203 752 061";"155 606 524";"A01";"3";"4";"1";"2005";"5";"0";"-1";"-1";"3";"3";"18"
"41774";"203 752 063";"155 606 524";"A01";"1";"1";"1";"2001";"5";"1";"-1";"-1";"0";"0";"22"
"41754";"203 752 116";"155 606 565";"A01";"1";"1";"1";"1945";"5";"1";"-1";"-1";"0";"0";"78"
"41754";"203 752 119";"155 606 567";"B01";"1";"3";"1";"1960";"5";"2";"-1";"-1";"0";"0";"63"
"41694";"203 752 257";"155 606 662";"A01";"1";"1";"1";"1975";"4";"1";"0";"-1";"0";"0";"48"
"41694";"203 752 258";"155 606 662";"A01";"2";"4";"2";"1986";"5";"1";"0";"-1";"-1";"-1";"37"
"41694";"203 752 262";"155 606 664";"B01";"1";"4";"1";"2001";"5";"1";"0";"-1";"0";"0";"22"
"41694";"203 752 263";"155 606 664";"B01";"2";"4";"1";"2002";"5";"1";"0";"-1";"0";"0";"21"
"41571";"203 752 549";"155 606 875";"B01";"1";"4";"1";"1933";"5";"0";"-1";"-1";"0";"0";"90"
"41571";"203 752 551";"155 606 876";"A01";"1";"4";"1";"2001";"5";"2";"-1";"-1";"0";"0";"22"
"41421";"203 752 934";"155 607 146";"A01";"1";"4";"1";"1968";"4";"2";"-1";"-1";"0";"0";"55"
"41421";"203 752 936";"155 607 148";"B01";"1";"1";"1";"1950";"5";"1";"-1";"-1";"0";"0";"73"
"41419";"203 752 938";"155 607 150";"A01";"1";"4";"1";"1961";"0";"1";"-1";"-1";"0";"0";"62"
"41419";"203 752 939";"155 607 151";"B01";"2";"4";"2";"1998";"0";"2";"6";"-1";"0";"0";"25"
"41419";"203 752 941";"155 607 151";"B01";"1";"4";"1";"2000";"0";"2";"6";"-1";"0";"0";"23"
"41406";"203 752 967";"155 607 171";"A01";"1";"4";"2";"1992";"5";"1";"-1";"-1";"0";"0";"31"
"41406";"203 752 969";"155 607 171";"A01";"2";"4";"1";"2023";"5";"1";"-1";"-1";"0";"0";"0"
"41406";"203 752 970";"155 607 171";"A01";"2";"4";"2";"2022";"5";"1";"-1";"-1";"0";"0";"1"
"41406";"203 752 971";"155 607 173";"B01";"1";"1";"-1";;"-1";"-1";"-1";"-1";"-1";"-1";"2023"
"41319";"203 753 157";"155 607 318";"A01";"1";"2";"1";"1941";"5";"8";"8";"-1";"0";"0";"82"
"41318";"203 753 158";"155 607 319";"B01";"1";"3";"1";"1958";"9";"2";"6";"-1";"0";"0";"65"
"41318";"203 753 159";"155 607 320";"A01";"1";"1";"1";"2005";"9";"8";"0";"-1";"0";"0";"18"
"41201";"203 753 419";"155 607 527";"A01";"1";"3";"1";"2005";"5";"1";"-1";"-1";"0";"0";"18"
"41201";"203 753 420";"155 607 528";"B01";"1";"1";"2";"1996";"5";"1";"-1";"-1";"0";"0";"27"
"41201";"203 753 421";"155 607 528";"B01";"2";"1";"2";"2023";"5";"3";"-1";"-1";"0";"0";"0"
"41201";"203 753 422";"155 607 528";"B01";"2";"1";"1";"1995";"5";"1";"-1";"-1";"0";"0";"28"
"40929";"203 754 038";"155 607 986";"B01";"1";"1";"1";"2001";"2";"1";"8";"-1";"0";"0";"22"
"40929";"203 754 043";"155 607 991";"A01";"1";"4";"1";"1996";"2";"2";"8";"-1";"0";"0";"27"
"40916";"203 754 076";"155 608 013";"A01";"1";"1";"1";"1960";"5";"1";"0";"-1";"0";"0";"63"
"40916";"203 754 078";"155 608 015";"B01";"1";"3";"1";"1971";"5";"2";"6";"-1";"0";"0";"52"
"40789";"203 754 388";"155 608 245";"B01";"1";"4";"2";"1996";"5";"8";"0";"-1";"-1";"-1";"27"
"40789";"203 754 390";"155 608 247";"A01";"1";"1";"1";"1993";"5";"1";"0";"-1";"-1";"-1";"30"
"40763";"203 754 448";"155 608 293";"A01";"3";"4";"1";"1977";"5";"0";"-1";"-1";"1";"9";"46"
"40763";"203 754 449";"155 608 293";"A01";"3";"4";"2";"1967";"5";"0";"-1";"-1";"1";"9";"56"
"40763";"203 754 452";"155 608 293";"A01";"1";"1";"2";"1985";"5";"8";"-1";"-1";"0";"0";"38"
"40665";"203 754 671";"155 608 460";"B01";"1";"4";"2";"1976";"1";"2";"8";"-1";"-1";"-1";"47"
"40665";"203 754 673";"155 608 463";"A01";"1";"1";"1";"1968";"1";"1";"8";"-1";"-1";"-1";"55"
"40664";"203 754 676";"155 608 464";"A01";"1";"1";"1";"1980";"0";"1";"8";"-1";"-1";"-1";"43"
"40664";"203 754 677";"155 608 465";"B01";"1";"4";"2";"1974";"1";"1";"8";"-1";"-1";"-1";"49"
"40664";"203 754 678";"155 608 467";"C01";"1";"1";"1";"1987";"4";"1";"8";"-1";"-1";"-1";"36"
"40662";"203 754 681";"155 608 469";"A01";"1";"4";"2";"1977";"0";"1";"5";"-1";"-1";"-1";"46"
"40662";"203 754 682";"155 608 470";"B01";"1";"4";"2";"1948";"0";"1";"5";"-1";"-1";"-1";"75"
"40662";"203 754 683";"155 608 470";"B01";"2";"4";"2";"1953";"0";"1";"5";"-1";"-1";"-1";"70"
"40558";"203 754 915";"155 608 654";"A01";"1";"1";"1";"1998";"0";"1";"0";"-1";"-1";"-1";"25"
"40558";"203 754 916";"155 608 654";"A01";"3";"4";"2";"1944";"0";"0";"-1";"-1";"3";"3";"79"
"40432";"203 755 196";"155 608 861";"A01";"1";"1";"2";"1999";"1";"1";"-1";"-1";"0";"0";"24"
"40432";"203 755 198";"155 608 863";"B01";"1";"3";"1";"1959";"5";"2";"6";"-1";"0";"0";"64"
"40331";"203 755 442";"155 609 044";"A01";"1";"4";"2";"1975";"0";"1";"0";"-1";"0";"0";"48"
"40331";"203 755 444";"155 609 047";"B01";"1";"1";"1";"1999";"0";"8";"0";"-1";"0";"0";"24"
"40329";"203 755 448";"155 609 050";"B01";"1";"3";"1";"2002";"5";"2";"6";"-1";"0";"0";"21"
"40329";"203 755 449";"155 609 050";"B01";"2";"3";"1";"2001";"5";"2";"6";"-1";"0";"0";"22"
"40329";"203 755 452";"155 609 052";"A01";"1";"1";"1";"1984";"4";"1";"0";"-1";"0";"0";"39"
"40270";"203 755 582";"155 609 143";"B01";"2";"4";"1";"1995";"0";"1";"-1";"-1";"0";"0";"28"
"40270";"203 755 584";"155 609 143";"B01";"2";"4";"1";"1998";"0";"1";"-1";"-1";"0";"0";"25"
"40270";"203 755 585";"155 609 143";"B01";"1";"4";"1";"1998";"0";"1";"-1";"-1";"0";"0";"25"
"40270";"203 755 588";"155 609 143";"B01";"2";"4";"1";"1992";"0";"1";"-1";"-1";"0";"0";"31"
"40270";"203 755 590";"155 609 147";"C01";"1";"1";"2";"1992";"0";"1";"-1";"-1";"0";"0";"31"
"40270";"203 755 594";"155 609 149";"D01";"1";"1";"1";"1984";"0";"1";"-1";"-1";"0";"0";"39"
"40270";"203 755 597";"155 609 153";"A01";"1";"1";"1";"1984";"0";"1";"-1";"-1";"0";"0";"39"
"40086";"203 756 026";"155 609 469";"A01";"2";"4";"2";"2003";"0";"2";"-1";"-1";"0";"0";"20"
"40086";"203 756 027";"155 609 469";"A01";"1";"4";"1";"2003";"0";"2";"-1";"-1";"0";"0";"20"
"40086";"203 756 028";"155 609 470";"B01";"1";"1";"1";"1952";"5";"1";"-1";"-1";"0";"0";"71"
"40084";"203 756 029";"155 609 471";"A01";"1";"3";"2";"2000";"5";"1";"8";"-1";"0";"0";"23"
"40084";"203 756 031";"155 609 471";"A01";"2";"3";"2";"1999";"5";"1";"8";"-1";"0";"0";"24"
"39922";"203 756 411";"155 609 758";"A01";"1";"1";"1";"1950";"0";"1";"8";"-1";"0";"0";"73"
"39922";"203 756 413";"155 609 759";"B01";"1";"3";"2";"1986";"0";"0";"0";"-1";"0";"0";"37"
"39752";"203 756 804";"155 610 055";"A01";"1";"1";"1";"1961";"5";"1";"-1";"-1";"0";"0";"62"
"39752";"203 756 807";"155 610 057";"B01";"1";"4";"1";"1980";"5";"2";"-1";"-1";"0";"0";"43"
"39546";"203 757 287";"155 610 423";"B01";"1";"3";"1";"2006";"0";"2";"0";"-1";"0";"0";"17"
"39546";"203 757 289";"155 610 425";"A01";"1";"1";"1";"1991";"0";"8";"0";"-1";"0";"0";"32"
"39507";"203 757 391";"155 610 500";"A01";"1";"4";"1";"1945";"0";"1";"0";"-1";"-1";"-1";"78"
"39507";"203 757 396";"155 610 503";"B01";"1";"4";"1";"2002";"5";"1";"0";"-1";"-1";"-1";"21"
"39477";"203 757 462";"155 610 550";"A01";"1";"3";"1";"1965";"5";"2";"6";"-1";"0";"0";"58"
"39217";"203 758 078";"155 611 028";"A01";"1";"3";"1";"1957";"5";"1";"-1";"-1";"0";"0";"66"
"38951";"203 758 687";"155 611 503";"A01";"1";"3";"1";"1973";"1";"2";"6";"-1";"0";"0";"50"
"38951";"203 758 689";"155 611 505";"C01";"1";"1";"1";"1991";"1";"1";"0";"-1";"0";"0";"32"
"38951";"203 758 690";"155 611 506";"B01";"1";"1";"1";"1971";"1";"1";"0";"-1";"0";"0";"52"
"38949";"203 758 692";"155 611 508";"A01";"1";"1";"2";"1982";"5";"1";"8";"-1";"0";"0";"41"
"38949";"203 758 694";"155 611 510";"B01";"1";"4";"1";"1991";"5";"2";"6";"-1";"0";"0";"32"
"38697";"203 759 316";"155 611 976";"A01";"2";"4";"1";"2005";"1";"1";"-1";"-1";"0";"0";"18"
"38697";"203 759 317";"155 611 976";"A01";"1";"4";"1";"2004";"1";"1";"-1";"-1";"0";"0";"19"
"38531";"203 759 712";"155 612 254";"A01";"1";"4";"1";"1991";"0";"8";"0";"-1";"-1";"-1";"32"
"38466";"203 759 896";"155 612 374";"A01";"1";"3";"1";"1946";"5";"1";"-1";"-1";"0";"0";"77"
"38466";"203 759 897";"155 612 374";"A01";"2";"2";"2";"1947";"5";"8";"-1";"-1";"0";"0";"76"
"38466";"203 759 899";"155 612 377";"B01";"2";"4";"2";"2013";"5";"1";"-1";"-1";"0";"0";"10"
"38466";"203 759 902";"155 612 377";"B01";"2";"4";"2";"2015";"5";"1";"3";"-1";"0";"0";"8"
"38466";"203 759 904";"155 612 377";"B01";"2";"3";"2";"1957";"5";"8";"-1";"-1";"0";"0";"66"
"38466";"203 759 905";"155 612 377";"B01";"1";"4";"1";"1952";"5";"1";"-1";"-1";"0";"0";"71"
"38389";"203 760 103";"155 612 510";"A01";"1";"1";"1";"1967";"5";"1";"-1";"-1";"0";"0";"56"
"38389";"203 760 104";"155 612 513";"B01";"1";"1";"1";"1993";"5";"1";"-1";"-1";"0";"0";"30"
"38389";"203 760 107";"155 612 513";"B01";"2";"4";"1";"2020";"5";"1";"3";"-1";"0";"0";"3"
"38389";"203 760 108";"155 612 513";"B01";"2";"1";"1";"2015";"5";"1";"3";"-1";"0";"0";"8"
